t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.614576,0.384095,0.102262,0.296595,2.724567,0.733426,0.863122
1.618179,0.384206,0.103223,0.295961,2.726936,0.735330,0.870660
1.620894,0.384363,0.104024,0.295295,2.726695,0.731536,0.875101
1.624845,0.384422,0.104597,0.294777,2.728592,0.732667,0.878099
1.627875,0.384523,0.105212,0.294159,2.725648,0.737204,0.879437
1.630643,0.384611,0.105736,0.293433,2.725735,0.741462,0.877792
1.634966,0.384611,0.106519,0.292825,2.734379,0.744456,0.874146
1.641439,0.384569,0.108866,0.291030,2.737717,0.752383,0.869779
1.644352,0.384490,0.110171,0.290111,2.745897,0.754564,0.870560
1.648358,0.384427,0.111231,0.289351,2.754837,0.755313,0.870363
1.651665,0.384344,0.111990,0.288713,2.761366,0.748377,0.869141
1.654963,0.384298,0.112531,0.288395,2.762077,0.743330,0.872525
1.658000,0.384248,0.113119,0.288132,2.763155,0.739127,0.880669
1.661305,0.384258,0.113755,0.287876,2.762664,0.738565,0.886450
1.664655,0.384303,0.114502,0.287480,2.766422,0.736504,0.891931
1.671279,0.384553,0.116295,0.286518,2.769115,0.738671,0.898953
1.674723,0.384641,0.117013,0.285945,2.770430,0.741115,0.901236
1.677748,0.384673,0.117430,0.285314,2.771590,0.739877,0.895530
1.681230,0.384739,0.117755,0.284633,2.770555,0.740196,0.890617
1.684420,0.384832,0.118048,0.284006,2.768474,0.741500,0.889744
1.687421,0.384848,0.118331,0.283539,2.766076,0.743157,0.883881
1.690792,0.384913,0.118722,0.283022,2.763305,0.744656,0.882241
1.694299,0.385052,0.119629,0.282475,2.760510,0.754950,0.883689
1.698093,0.385097,0.120629,0.281973,2.759794,0.761577,0.885261
1.700544,0.385146,0.121560,0.281202,2.761438,0.765788,0.880735
1.704704,0.385291,0.122555,0.280259,2.765465,0.768025,0.881148
1.708309,0.385387,0.123537,0.279366,2.768738,0.771814,0.878585
1.711235,0.385430,0.124321,0.278716,2.771853,0.770990,0.881232
1.715062,0.385476,0.125021,0.278056,2.776346,0.768938,0.881390
1.718077,0.385557,0.126204,0.277385,2.783079,0.774216,0.884235
1.721428,0.385623,0.127242,0.276885,2.786610,0.785345,0.882922
1.724245,0.385796,0.128305,0.276101,2.782496,0.790125,0.881823
1.727608,0.385916,0.129308,0.275311,2.788281,0.795461,0.883655
1.731287,0.386003,0.130365,0.274581,2.792289,0.800633,0.879875
1.734069,0.386002,0.130780,0.274164,2.791306,0.794973,0.879578
1.737440,0.385993,0.131193,0.273773,2.788947,0.789568,0.885583
1.740431,0.385910,0.131689,0.273759,2.789646,0.787301,0.890417
1.744140,0.385987,0.132466,0.273458,2.789839,0.787114,0.890088
1.746979,0.386156,0.133287,0.273216,2.789710,0.788719,0.899293
1.750510,0.386265,0.134284,0.272928,2.797557,0.787147,0.903013
1.754857,0.386416,0.135356,0.272448,2.798254,0.793101,0.903974
1.758168,0.386547,0.136191,0.271945,2.805046,0.799084,0.906488
1.761533,0.386487,0.136355,0.271670,2.800859,0.795324,0.902014
1.764628,0.386375,0.136344,0.271401,2.793766,0.792094,0.895526
1.767813,0.386307,0.136221,0.271097,2.781176,0.795185,0.889898
1.771352,0.386228,0.136170,0.271013,2.775810,0.790358,0.887544
1.774336,0.386135,0.136173,0.270893,2.768870,0.785982,0.885391
