t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.365211,0.388818,0.112831,0.164533,2.694378,0.279180,1.169079
1.369164,0.388598,0.113040,0.164246,2.694543,0.284736,1.169128
1.372295,0.388438,0.113261,0.163919,2.694931,0.291237,1.169282
1.382813,0.388186,0.113544,0.163403,2.700607,0.293746,1.171507
1.392411,0.387960,0.113837,0.162921,2.703932,0.298332,1.172764
1.403893,0.387762,0.113961,0.162489,2.705956,0.301375,1.175450
1.406054,0.387533,0.114065,0.162007,2.708844,0.306073,1.175847
1.409231,0.387223,0.114169,0.161548,2.712486,0.310261,1.174892
1.416226,0.386899,0.114237,0.161314,2.719935,0.303773,1.172831
1.418601,0.386554,0.114253,0.161134,2.722233,0.306693,1.169821
1.428319,0.386180,0.114331,0.160967,2.723165,0.309172,1.164447
1.429682,0.385753,0.114578,0.160867,2.729232,0.303727,1.165135
1.448392,0.385352,0.114816,0.160776,2.734781,0.299216,1.165783
1.462355,0.385020,0.114965,0.160678,2.731623,0.306426,1.163868
1.465379,0.384699,0.115114,0.160575,2.734499,0.302656,1.165456
1.472634,0.384459,0.114908,0.160355,2.728313,0.310610,1.169375
1.474372,0.384348,0.114491,0.160122,2.717717,0.324607,1.167662
1.484088,0.384223,0.114051,0.159865,2.704454,0.339698,1.167622
1.485766,0.384057,0.113678,0.159660,2.693722,0.351326,1.169659
1.493552,0.383793,0.113684,0.159597,2.693035,0.354510,1.171748
1.497229,0.383558,0.114016,0.159685,2.700849,0.346553,1.175570
1.503000,0.383321,0.114387,0.159804,2.710166,0.338019,1.180508
1.507629,0.383095,0.114395,0.159797,2.712518,0.339872,1.180732
1.510468,0.382939,0.114360,0.159785,2.713183,0.345163,1.181359
1.514185,0.382879,0.113930,0.159624,2.702231,0.359911,1.182849
1.517478,0.382687,0.113519,0.159380,2.695666,0.373047,1.178159
1.520662,0.382503,0.113113,0.159124,2.686959,0.387149,1.173585
1.524120,0.382424,0.113093,0.159166,2.687176,0.388596,1.177317
1.527520,0.382347,0.113159,0.159234,2.686632,0.389826,1.179221
1.530545,0.382237,0.113236,0.159315,2.690334,0.388456,1.179197
1.533906,0.382213,0.113299,0.159474,2.690512,0.388359,1.183605
1.537337,0.382105,0.113382,0.159613,2.689863,0.390760,1.183763
1.541000,0.381920,0.113296,0.159555,2.698875,0.378905,1.184278
1.544271,0.381731,0.113238,0.159495,2.700350,0.372365,1.184503
1.547518,0.381565,0.113163,0.159423,2.700966,0.372523,1.182482
1.550838,0.381450,0.113105,0.159367,2.700124,0.374067,1.180033
1.553950,0.381419,0.113089,0.159384,2.701250,0.371176,1.183946
1.557252,0.381376,0.113223,0.159488,2.692585,0.385250,1.182361
1.560803,0.381333,0.113279,0.159565,2.691193,0.392760,1.181077
1.563994,0.381331,0.113399,0.159700,2.689224,0.393509,1.183796
1.567369,0.381328,0.113503,0.159828,2.688960,0.392207,1.186982
1.570570,0.381282,0.113605,0.159865,2.688439,0.392185,1.187224
1.574246,0.381246,0.113716,0.159880,2.685907,0.393008,1.189683
1.577513,0.381170,0.113818,0.159860,2.686165,0.392117,1.190431
1.580748,0.381055,0.113852,0.159794,2.686014,0.391655,1.189666
